sample_id,category,split_role,label,defect_type,image_path,mask_path
1f0ef2279be0a99602609cd9,cable,final_test,1,missing_wire,cable/test/missing_wire/008.png,cable/ground_truth/missing_wire/008_mask.png
1f159388fbfadd9d2827c124,capsule,fit,0,good,capsule/train/good/190.png,
1f31c0ce92d19f7cd069975a,leather,fit,0,good,leather/train/good/117.png,
1f38a2dd4006cc24b5f8028c,screw,selection,1,thread_side,screw/test/thread_side/022.png,screw/ground_truth/thread_side/022_mask.png
1f3b96369c2cade096ca17ba,pill,calibration_normal,0,good,pill/train/good/056.png,
1f3ddc95732fbe8b94afe385,grid,fit,0,good,grid/train/good/031.png,
1f418cdb0259cc88503df71e,bottle,final_test,0,good,bottle/test/good/007.png,
1f46819b45e49d8ff8836963,metal_nut,final_test,1,flip,metal_nut/test/flip/007.png,metal_nut/ground_truth/flip/007_mask.png
1f5418db2167db430665063e,grid,fit,0,good,grid/train/good/036.png,
1f5e2f4a41fe7f5a3b293e40,zipper,final_test,1,split_teeth,zipper/test/split_teeth/011.png,zipper/ground_truth/split_teeth/011_mask.png
1f6f6ee60a9871f8dab54f75,screw,final_test,0,good,screw/test/good/020.png,
1f9e93f4758cfa54eeb23b11,metal_nut,fit,0,good,metal_nut/train/good/211.png,
1fb4701bdd23189dc5263723,hazelnut,calibration_normal,0,good,hazelnut/train/good/373.png,
1fb65eed736b48ad723e7238,zipper,selection,1,combined,zipper/test/combined/004.png,zipper/ground_truth/combined/004_mask.png
1fc80ba00a3041208653c330,grid,calibration_normal,0,good,grid/train/good/121.png,
1fca188c320055f3ac518efe,cable,fit,0,good,cable/train/good/030.png,
1fdaa39350a5a42856609702,carpet,validation_normal,0,good,carpet/train/good/189.png,
1fe5df8ee5289f339bbacf58,tile,final_test,1,rough,tile/test/rough/001.png,tile/ground_truth/rough/001_mask.png
1fe77083ca15aaf7b71ae190,carpet,fit,0,good,carpet/train/good/054.png,
1fe88d5bb9ee297b17134d16,leather,final_test,1,color,leather/test/color/006.png,leather/ground_truth/color/006_mask.png
1fe9d1b682cb659beadbe7b1,screw,validation_normal,0,good,screw/train/good/154.png,
1ff8f0cf947503b3d6b5b0b6,hazelnut,calibration_normal,0,good,hazelnut/train/good/221.png,
1ffcab413e4f77263f28a129,capsule,fit,0,good,capsule/train/good/039.png,
200db499b052dea356e913c1,capsule,validation_normal,0,good,capsule/train/good/155.png,
202ead38cf0597af92d09899,bottle,selection,0,good,bottle/test/good/004.png,
20566f34c32b149a5ca55875,zipper,calibration_normal,0,good,zipper/train/good/134.png,
2056ebcede1270e378542ba1,pill,validation_normal,0,good,pill/train/good/072.png,
205cfd470a3e8238248c1723,cable,fit,0,good,cable/train/good/212.png,
206319976fa42901462f9b44,metal_nut,fit,0,good,metal_nut/train/good/069.png,
206d24aad7f47ad4661331bb,tile,final_test,1,glue_strip,tile/test/glue_strip/009.png,tile/ground_truth/glue_strip/009_mask.png
207535707a131963058ae034,screw,fit,0,good,screw/train/good/182.png,
208f38a829c5e15885bdd7ee,carpet,fit,0,good,carpet/train/good/253.png,
2091bfcee633b9ba67bfa3db,carpet,fit,0,good,carpet/train/good/268.png,
2094e8bb78cbff11d1101723,transistor,fit,0,good,transistor/train/good/015.png,
209a4d4230d287675e846403,pill,final_test,1,color,pill/test/color/002.png,pill/ground_truth/color/002_mask.png
20a2c516dc2e8b16d1b45d07,carpet,fit,0,good,carpet/train/good/212.png,
20a684eda6be70e23df96dc7,transistor,fit,0,good,transistor/train/good/212.png,
20aad3b9027b6a12e4d4f1ed,pill,fit,0,good,pill/train/good/184.png,
20c0d3649b44de78a053263c,grid,final_test,1,thread,grid/test/thread/008.png,grid/ground_truth/thread/008_mask.png
20d61d89a70ab9dbd7fc3d5a,screw,fit,0,good,screw/train/good/206.png,
20e7c9ba560a83aa56b00293,bottle,fit,0,good,bottle/train/good/107.png,
210fe4bed2a5c41d0c1a62cb,toothbrush,fit,0,good,toothbrush/train/good/036.png,
21162bae3bfad1a11da365a6,capsule,final_test,0,good,capsule/test/good/000.png,
21291e257d2a40c382357051,grid,validation_normal,0,good,grid/train/good/244.png,
213d68355340e8e8428af390,hazelnut,fit,0,good,hazelnut/train/good/263.png,
215dae2d553fc8e19325a8ed,zipper,fit,0,good,zipper/train/good/053.png,
215f5d9ac7010f7353cf0f65,leather,fit,0,good,leather/train/good/225.png,
2165540960f69bbde816d196,cable,final_test,1,cut_outer_insulation,cable/test/cut_outer_insulation/007.png,cable/ground_truth/cut_outer_insulation/007_mask.png
2182eaf9c923c4bafed382e0,hazelnut,selection,1,crack,hazelnut/test/crack/007.png,hazelnut/ground_truth/crack/007_mask.png
218440d962a59a2f7cc7e2eb,tile,selection,0,good,tile/test/good/012.png,
2195e679762befaea6e303e2,pill,fit,0,good,pill/train/good/188.png,
21984d7d5bc9ae5654a1cea8,metal_nut,validation_normal,0,good,metal_nut/train/good/174.png,
21a494a1c544b31b3640959d,carpet,fit,0,good,carpet/train/good/021.png,
21ad7f013b568567455548a2,leather,final_test,1,color,leather/test/color/009.png,leather/ground_truth/color/009_mask.png
21afddcf772cb0515a1f558d,carpet,fit,0,good,carpet/train/good/125.png,
21b25789f584117243b94c7e,tile,final_test,0,good,tile/test/good/025.png,
21ba171d9f78997fcbc045d7,capsule,selection,0,good,capsule/test/good/002.png,
21c2d518068712274f158f32,transistor,selection,0,good,transistor/test/good/009.png,
21c8cde1e2d2b7eb0c60502c,carpet,fit,0,good,carpet/train/good/117.png,
21d6640970e4847c26dd0bf9,wood,final_test,1,scratch,wood/test/scratch/012.png,wood/ground_truth/scratch/012_mask.png
21eecab6826be527a846f0b5,screw,calibration_normal,0,good,screw/train/good/296.png,
21fd03441f60bd370c19dea9,capsule,fit,0,good,capsule/train/good/106.png,
221fa9de2e106aa5bc5d66cb,screw,selection,0,good,screw/test/good/024.png,
22232bfc3d62a3b32ee5c004,capsule,final_test,1,poke,capsule/test/poke/009.png,capsule/ground_truth/poke/009_mask.png
2225f08b3b11706e6d16ded5,transistor,selection,0,good,transistor/test/good/053.png,
222c992ae525b8cc4ac6d3cb,cable,calibration_normal,0,good,cable/train/good/206.png,
22376d2462cb14f37226de7b,carpet,final_test,0,good,carpet/test/good/014.png,
224395139a43deb0daa70565,grid,final_test,0,good,grid/test/good/013.png,
2249ef51f9ec05a60dd5cf3b,tile,fit,0,good,tile/train/good/120.png,
224c639682fbe404e161b199,screw,fit,0,good,screw/train/good/252.png,
22799eb2dcaa0c2746f5e1cf,leather,calibration_normal,0,good,leather/train/good/129.png,
2279b8c638b54a9425c6d563,hazelnut,fit,0,good,hazelnut/train/good/005.png,
2279c8bf825060758be8dc67,screw,validation_normal,0,good,screw/train/good/033.png,
227e4064cacd5e3a6ccb44bd,capsule,fit,0,good,capsule/train/good/086.png,
228e09d300a9d3335031c70d,bottle,validation_normal,0,good,bottle/train/good/200.png,
2290031b24e239cea627251e,screw,calibration_normal,0,good,screw/train/good/025.png,
2299662f6697d7b69e18816a,cable,fit,0,good,cable/train/good/156.png,
22a12fe5f1e50528197a01b2,hazelnut,fit,0,good,hazelnut/train/good/228.png,
22a7593d9c265f2d7e5acc9f,screw,selection,0,good,screw/test/good/011.png,
22a8479bce9e86ccbfd84eb3,capsule,calibration_normal,0,good,capsule/train/good/135.png,
22ad663cdb9928b4682c14e8,leather,fit,0,good,leather/train/good/170.png,
22b57b169a8ecd4ea048bec7,pill,validation_normal,0,good,pill/train/good/258.png,
22b613c3a239bed28a10b994,tile,calibration_normal,0,good,tile/train/good/139.png,
22bccd453b6e86358bb46fdd,leather,final_test,0,good,leather/test/good/020.png,
22d3c9744c6f81fd9971a00c,bottle,selection,0,good,bottle/test/good/001.png,
22dcff1eca61b15f2d3cabeb,hazelnut,fit,0,good,hazelnut/train/good/209.png,
22de2d2e3d3e6de04a35fe83,pill,selection,1,scratch,pill/test/scratch/006.png,pill/ground_truth/scratch/006_mask.png
22e472684fde571411834678,screw,fit,0,good,screw/train/good/270.png,
22e505ecd65e9212b5465f24,screw,fit,0,good,screw/train/good/064.png,
22e8c0495120e2f029339f84,hazelnut,fit,0,good,hazelnut/train/good/129.png,
23027f36b32927cde69598dc,hazelnut,calibration_normal,0,good,hazelnut/train/good/218.png,
230b4a9467f420491597c411,screw,fit,0,good,screw/train/good/130.png,
232ad06030d394f457866204,grid,fit,0,good,grid/train/good/208.png,
233949111c1a5b2cd7f77c7f,grid,selection,1,thread,grid/test/thread/000.png,grid/ground_truth/thread/000_mask.png
233e42080e38ca3d24944e3e,grid,validation_normal,0,good,grid/train/good/081.png,
234733190a4a070a2873e0cc,metal_nut,calibration_normal,0,good,metal_nut/train/good/057.png,
234dfc05d80cc671278bc2f6,tile,fit,0,good,tile/train/good/059.png,
23505a61ec667b626735c704,zipper,selection,1,fabric_border,zipper/test/fabric_border/008.png,zipper/ground_truth/fabric_border/008_mask.png
235e2c13f675958ab6071343,bottle,fit,0,good,bottle/train/good/119.png,
23604ab7fcd52d40c3499831,wood,final_test,1,hole,wood/test/hole/000.png,wood/ground_truth/hole/000_mask.png
236600ba0dd377745f3b2109,hazelnut,fit,0,good,hazelnut/train/good/275.png,
23763479efbe563e74b945f6,cable,calibration_normal,0,good,cable/train/good/152.png,
238c5603d1a0a4cb6c033dd3,capsule,final_test,0,good,capsule/test/good/001.png,
23a239e45177dbe4758d137b,carpet,fit,0,good,carpet/train/good/104.png,
23b3ec2dd6bab63eaa26d86a,bottle,final_test,1,broken_small,bottle/test/broken_small/018.png,bottle/ground_truth/broken_small/018_mask.png
23ba7e058008b23096f9ceba,hazelnut,final_test,1,print,hazelnut/test/print/003.png,hazelnut/ground_truth/print/003_mask.png
23c3eed42a7d27b44a551a0b,carpet,fit,0,good,carpet/train/good/023.png,
23ca78eb5d62f1a4a89b103f,transistor,fit,0,good,transistor/train/good/009.png,
23d8b846f4c152a6538aa558,toothbrush,selection,0,good,toothbrush/test/good/000.png,
23dc4eaee691959811dae576,transistor,fit,0,good,transistor/train/good/118.png,
23e23a7566fc128bc0450112,cable,fit,0,good,cable/train/good/176.png,
23ed4bc6fa20632578cdffe2,grid,fit,0,good,grid/train/good/259.png,
23f0de957cc468f5c62a1f79,capsule,validation_normal,0,good,capsule/train/good/110.png,
245580445f2157012dbb2d84,cable,selection,0,good,cable/test/good/038.png,
245c27bdb3c5041de1e90007,screw,fit,0,good,screw/train/good/259.png,
245e9291a19f333b7c96ef58,metal_nut,fit,0,good,metal_nut/train/good/199.png,
2467e8ce4ff23ecc6d42abdb,bottle,final_test,0,good,bottle/test/good/003.png,
24956ffc9ec48dee61513dbe,transistor,selection,0,good,transistor/test/good/023.png,
24a03c7d9f353e708cf28052,capsule,fit,0,good,capsule/train/good/143.png,
24a5929fe823e720e02fe42a,toothbrush,selection,1,defective,toothbrush/test/defective/016.png,toothbrush/ground_truth/defective/016_mask.png
24aeb060c87fdd9fc46ae8bc,capsule,calibration_normal,0,good,capsule/train/good/028.png,
24b3aa7a44621d007ce97f22,capsule,fit,0,good,capsule/train/good/077.png,
24bb4dd80de3b6b04db4895a,zipper,calibration_normal,0,good,zipper/train/good/211.png,
24bda675a3924372e32d32ad,screw,fit,0,good,screw/train/good/157.png,
24c4b219a960207d05c360e2,transistor,calibration_normal,0,good,transistor/train/good/021.png,
24c62bf994c61944f620cf9c,tile,fit,0,good,tile/train/good/047.png,
24dcba08c4132f3ef42199e0,pill,fit,0,good,pill/train/good/151.png,
24e159f741f2edb869227541,screw,fit,0,good,screw/train/good/231.png,
24e1c67c7b345af6a6f9d600,carpet,calibration_normal,0,good,carpet/train/good/157.png,
24e88a8f541e9cc078bd8539,grid,final_test,1,thread,grid/test/thread/007.png,grid/ground_truth/thread/007_mask.png
24ef97eea89f20e739831ea8,capsule,fit,0,good,capsule/train/good/185.png,
250b09a24ea4f7553204edf8,capsule,final_test,1,scratch,capsule/test/scratch/020.png,capsule/ground_truth/scratch/020_mask.png
250c8ff7eeb5d32011f743d9,toothbrush,selection,1,defective,toothbrush/test/defective/012.png,toothbrush/ground_truth/defective/012_mask.png
251288109bfce51389c7c7f1,capsule,validation_normal,0,good,capsule/train/good/020.png,
25134033d76a61ac6c3d0480,grid,final_test,0,good,grid/test/good/009.png,
2527e701c7b04e32c1fa88bf,cable,selection,1,bent_wire,cable/test/bent_wire/009.png,cable/ground_truth/bent_wire/009_mask.png
2533839c2f3dd1eda6198635,capsule,selection,0,good,capsule/test/good/005.png,
253a384b6b9a8b5242cd204b,tile,fit,0,good,tile/train/good/023.png,
2549710703c2f244c07fcc3c,cable,fit,0,good,cable/train/good/049.png,
255329f2ebd552fe78889ecb,pill,final_test,1,scratch,pill/test/scratch/008.png,pill/ground_truth/scratch/008_mask.png
25546c6b4c5f2af0400f1592,hazelnut,final_test,0,good,hazelnut/test/good/012.png,
2557afdc8f1d385159d2e349,metal_nut,validation_normal,0,good,metal_nut/train/good/054.png,
255a14e7084bbf2595004613,cable,final_test,1,missing_cable,cable/test/missing_cable/008.png,cable/ground_truth/missing_cable/008_mask.png
255cbb9024e6939736d3e30d,pill,final_test,1,color,pill/test/color/023.png,pill/ground_truth/color/023_mask.png
2560b3882b4dd9b5d0f17c97,capsule,fit,0,good,capsule/train/good/004.png,
256b34a8bdcfe359659ce11e,capsule,calibration_normal,0,good,capsule/train/good/045.png,
257224646701b8387b44e895,tile,final_test,1,gray_stroke,tile/test/gray_stroke/015.png,tile/ground_truth/gray_stroke/015_mask.png
2575694bb2405038b433feb0,grid,fit,0,good,grid/train/good/035.png,
25873def39be26175a49d85b,screw,fit,0,good,screw/train/good/024.png,
25917d3fe3142d810f9bf044,grid,final_test,1,broken,grid/test/broken/008.png,grid/ground_truth/broken/008_mask.png
259d78eeab6eb9de52871202,metal_nut,selection,1,scratch,metal_nut/test/scratch/004.png,metal_nut/ground_truth/scratch/004_mask.png
25a41fc78a4af5eb03319c2c,cable,fit,0,good,cable/train/good/096.png,
25a6080704dfa27eed199819,grid,calibration_normal,0,good,grid/train/good/100.png,
25aac38a7e29e64ea7d8fa37,carpet,validation_normal,0,good,carpet/train/good/153.png,
25b59d0c3a8bdc09475ecfba,capsule,validation_normal,0,good,capsule/train/good/151.png,
25b850113f60c053eb20c332,screw,fit,0,good,screw/train/good/310.png,
25c079e5a042d924522ead7a,grid,validation_normal,0,good,grid/train/good/140.png,
25c0b9594853d81689ac764e,transistor,final_test,1,misplaced,transistor/test/misplaced/009.png,transistor/ground_truth/misplaced/009_mask.png
25c3082f00ef3b127e18f1f1,hazelnut,fit,0,good,hazelnut/train/good/234.png,
25d1a5336af8e6f24894cab9,tile,fit,0,good,tile/train/good/070.png,
25faf3b6e3bae060e28dd9b1,leather,fit,0,good,leather/train/good/056.png,
25fda68a52ac28c71ba5b531,tile,fit,0,good,tile/train/good/031.png,
2608f521c251c258b1fdbc6c,leather,fit,0,good,leather/train/good/206.png,
2609bd993e19330f1faab00c,grid,fit,0,good,grid/train/good/220.png,
264df38e95f6152099188eac,capsule,selection,1,crack,capsule/test/crack/010.png,capsule/ground_truth/crack/010_mask.png
265c61ada450d32a62ecb9f5,leather,final_test,0,good,leather/test/good/000.png,
267938f0cb2c37620dad6ec3,zipper,fit,0,good,zipper/train/good/175.png,
268ef99ccd8c7f6a257bfff3,hazelnut,validation_normal,0,good,hazelnut/train/good/170.png,
26951cd2be985685a265ef6b,zipper,validation_normal,0,good,zipper/train/good/091.png,
269c23831bdf55831e376a7f,hazelnut,validation_normal,0,good,hazelnut/train/good/291.png,
26ae0c18d068d2017f77414a,screw,final_test,0,good,screw/test/good/037.png,
26b3bd6aeb1e30e50c95cc11,wood,fit,0,good,wood/train/good/094.png,
26d01bda4a12d8794844e7d0,leather,validation_normal,0,good,leather/train/good/078.png,
26dbcfbce4e053890b4a9ef1,grid,fit,0,good,grid/train/good/040.png,
26ee187cf341e7bd8166a774,transistor,fit,0,good,transistor/train/good/165.png,
26fd8e8a6f62f7b00bca7c01,transistor,validation_normal,0,good,transistor/train/good/147.png,
27019549dc4e94f35a00daed,carpet,fit,0,good,carpet/train/good/133.png,
270df94c8943c34e7f4a90c3,capsule,fit,0,good,capsule/train/good/145.png,
270ef90df889ece65ce5fe2e,hazelnut,fit,0,good,hazelnut/train/good/127.png,
27133e916e600b2b8765f844,cable,validation_normal,0,good,cable/train/good/069.png,
2716fa8b0b91c9f8c83572e9,transistor,selection,1,bent_lead,transistor/test/bent_lead/003.png,transistor/ground_truth/bent_lead/003_mask.png
273628b954a48a7f51b2ed26,capsule,fit,0,good,capsule/train/good/033.png,
2736c1909c6cd265ead95c03,pill,fit,0,good,pill/train/good/037.png,
273748069f5d0748b5876674,metal_nut,fit,0,good,metal_nut/train/good/145.png,
27407f7458898cc7cba29940,leather,calibration_normal,0,good,leather/train/good/198.png,
274b495defb7ae10d3daa9f1,metal_nut,fit,0,good,metal_nut/train/good/076.png,
274cc0c8dfdd25cf1cf299d2,capsule,final_test,0,good,capsule/test/good/013.png,
274d5665595cc670afa4140d,hazelnut,fit,0,good,hazelnut/train/good/336.png,
275372be40c0ee4637591265,hazelnut,fit,0,good,hazelnut/train/good/354.png,
275643242c7c4bfe5f21fdef,capsule,final_test,1,squeeze,capsule/test/squeeze/012.png,capsule/ground_truth/squeeze/012_mask.png
275f5dbe7444f8b88356d6d6,carpet,validation_normal,0,good,carpet/train/good/112.png,
2765619de3b9636a479a8bd7,carpet,final_test,1,thread,carpet/test/thread/016.png,carpet/ground_truth/thread/016_mask.png
276c7fe207253063e9916d14,transistor,final_test,0,good,transistor/test/good/005.png,
2783fbf6b63546f9f12578ed,screw,selection,1,thread_side,screw/test/thread_side/012.png,screw/ground_truth/thread_side/012_mask.png
278da6f0f61544f57508d62f,carpet,final_test,1,color,carpet/test/color/017.png,carpet/ground_truth/color/017_mask.png
27b9f770687d12e767040d79,screw,fit,0,good,screw/train/good/248.png,
27d3e177bd430cae4450e6cf,leather,fit,0,good,leather/train/good/156.png,
27da7363108803dd9235b3e0,screw,final_test,0,good,screw/test/good/010.png,
27f1151bae50710ce3fc3be3,leather,fit,0,good,leather/train/good/186.png,
27f2e0ccaf2d1a11a9ba5534,capsule,fit,0,good,capsule/train/good/195.png,
2800bc461e95074a33c6af66,screw,fit,0,good,screw/train/good/096.png,
280f2ea87d390e89e359ff57,pill,fit,0,good,pill/train/good/186.png,
28167dfa649ddce147282907,zipper,fit,0,good,zipper/train/good/223.png,
281b05da494b883f5769c308,transistor,selection,0,good,transistor/test/good/003.png,
282b917afda0dc99eae40c06,screw,fit,0,good,screw/train/good/080.png,
283a39acd0e984b5023c0b83,pill,final_test,1,color,pill/test/color/008.png,pill/ground_truth/color/008_mask.png
283c1b48a2f97c2f9e9b9bbe,carpet,final_test,1,color,carpet/test/color/008.png,carpet/ground_truth/color/008_mask.png
283da0490acaa922348adcdb,transistor,fit,0,good,transistor/train/good/187.png,
28443c5c3703e515cee8c0e4,capsule,final_test,1,squeeze,capsule/test/squeeze/016.png,capsule/ground_truth/squeeze/016_mask.png
2847a43b1dddd00b0ad65450,cable,selection,0,good,cable/test/good/033.png,
285a65bdcb7196157be85c84,zipper,final_test,0,good,zipper/test/good/016.png,
286f5407b6fb055958dd9b5d,transistor,fit,0,good,transistor/train/good/042.png,
288075f16e03b8301743f277,bottle,fit,0,good,bottle/train/good/152.png,
288854dbd812a317ee7fb914,zipper,validation_normal,0,good,zipper/train/good/085.png,
28a24b96a73e3846c0bc42f1,wood,final_test,1,hole,wood/test/hole/006.png,wood/ground_truth/hole/006_mask.png
28a62426fed9a8463fcc3927,leather,fit,0,good,leather/train/good/005.png,
28a70c9a9a33e875743892d0,screw,final_test,1,manipulated_front,screw/test/manipulated_front/004.png,screw/ground_truth/manipulated_front/004_mask.png
28ac829f2781f2bdbc43c96a,zipper,calibration_normal,0,good,zipper/train/good/191.png,
28b3473e511349b38f051af4,hazelnut,fit,0,good,hazelnut/train/good/347.png,
28b43140b04e52cd3bb8e3e1,wood,fit,0,good,wood/train/good/010.png,
28b5101f028a063b58637ebd,transistor,fit,0,good,transistor/train/good/060.png,
28b6b89231748afc88643eb1,metal_nut,fit,0,good,metal_nut/train/good/216.png,
28c2711d7130db9c9fa78459,screw,selection,0,good,screw/test/good/014.png,
28c4c77b4f1e09d04880149b,bottle,fit,0,good,bottle/train/good/000.png,
28d6719a19111cafafd83659,transistor,fit,0,good,transistor/train/good/196.png,
28ddd9f4063510ed4aa48921,capsule,fit,0,good,capsule/train/good/051.png,
28e86b29851f6f7aeaece163,wood,fit,0,good,wood/train/good/041.png,
28ea924fb37bc04fc194a452,cable,validation_normal,0,good,cable/train/good/028.png,
28f7aec9c1c24ad24a998e5e,grid,validation_normal,0,good,grid/train/good/021.png,
28fb6669c7921c94a69ed2ed,screw,final_test,1,scratch_head,screw/test/scratch_head/012.png,screw/ground_truth/scratch_head/012_mask.png
28fc831d65924141a5a13cb8,tile,validation_normal,0,good,tile/train/good/083.png,
290604cea425ffcb45614166,tile,final_test,1,rough,tile/test/rough/011.png,tile/ground_truth/rough/011_mask.png
290797eb07c576d3364f795f,zipper,calibration_normal,0,good,zipper/train/good/124.png,
291188b3350e4c0d3b2b14fd,capsule,final_test,1,poke,capsule/test/poke/017.png,capsule/ground_truth/poke/017_mask.png
292799013bcf0acdefd5a663,transistor,final_test,0,good,transistor/test/good/054.png,
292d57c97fdea5cde1ead320,grid,selection,1,glue,grid/test/glue/009.png,grid/ground_truth/glue/009_mask.png
29336b84f2ba9bb37dd8fd4a,zipper,calibration_normal,0,good,zipper/train/good/104.png,
293ad80e6486db7896f39f0d,screw,selection,1,manipulated_front,screw/test/manipulated_front/009.png,screw/ground_truth/manipulated_front/009_mask.png
294a8cb1ef9fd1ad40954ad7,pill,final_test,1,crack,pill/test/crack/006.png,pill/ground_truth/crack/006_mask.png
294bc96f4bcede1ecbc08044,screw,final_test,0,good,screw/test/good/016.png,
294e8cadaacc35e520ac92c1,transistor,fit,0,good,transistor/train/good/088.png,
295e2db47f162078f8ef37bb,tile,fit,0,good,tile/train/good/162.png,
29898f68ab0eaf6018d75dd8,hazelnut,fit,0,good,hazelnut/train/good/344.png,
298cd8ae59d394df61b03069,zipper,validation_normal,0,good,zipper/train/good/238.png,
2999c8752938b527146408df,carpet,fit,0,good,carpet/train/good/074.png,
29a52cd88fe80305f17d5c1c,hazelnut,selection,0,good,hazelnut/test/good/024.png,
29b2e451016e654f0b1f8a56,transistor,final_test,0,good,transistor/test/good/007.png,
29c24fa23b9f7e3a011bf6ef,zipper,fit,0,good,zipper/train/good/010.png,
29cac1c96fd1d3ff5d8d9ecd,bottle,fit,0,good,bottle/train/good/137.png,
29cbd9718908ae247b8fee7a,screw,fit,0,good,screw/train/good/225.png,
29cf399e21647cb2652521e2,screw,fit,0,good,screw/train/good/003.png,
29d52cdebaa91fcec0336333,pill,fit,0,good,pill/train/good/001.png,
29e2264801194128adf62603,screw,validation_normal,0,good,screw/train/good/037.png,
29eb9778e70131ac68816cba,zipper,final_test,1,combined,zipper/test/combined/010.png,zipper/ground_truth/combined/010_mask.png
29eef073929593a84265bc23,cable,final_test,1,bent_wire,cable/test/bent_wire/012.png,cable/ground_truth/bent_wire/012_mask.png
29fcf46e32350ff53faf5bfd,metal_nut,validation_normal,0,good,metal_nut/train/good/142.png,
29fe2122ba692ce0dc8152f1,zipper,fit,0,good,zipper/train/good/097.png,
29fe6ff0f0688ea216431f3c,tile,fit,0,good,tile/train/good/195.png,
2a014ddf867b435d0e5ce905,leather,final_test,0,good,leather/test/good/018.png,
2a03db3aee7bb36dacf55bba,leather,final_test,1,poke,leather/test/poke/004.png,leather/ground_truth/poke/004_mask.png
2a0986c04cbf34bd227794af,hazelnut,calibration_normal,0,good,hazelnut/train/good/036.png,
2a12063252f0f92996aa4c76,hazelnut,fit,0,good,hazelnut/train/good/065.png,
2a17369fa4ece7c143f1ad93,zipper,fit,0,good,zipper/train/good/012.png,
2a19cff4685d2990ef2ead09,transistor,final_test,1,cut_lead,transistor/test/cut_lead/006.png,transistor/ground_truth/cut_lead/006_mask.png
2a1e3210c8cef996c5bbedb9,leather,calibration_normal,0,good,leather/train/good/033.png,
2a26425fd58ebd0a3ee88d37,capsule,fit,0,good,capsule/train/good/197.png,
2a39cf83c33ac642b5611bf3,bottle,fit,0,good,bottle/train/good/191.png,
2a3cf2170e242eef2b639049,carpet,calibration_normal,0,good,carpet/train/good/226.png,
2a3ed58671e5be898a2b1a47,capsule,fit,0,good,capsule/train/good/141.png,
2a4351b04f44595d9aa81fc3,hazelnut,validation_normal,0,good,hazelnut/train/good/096.png,
2a4a7561ea6e9f70a9164ded,carpet,selection,0,good,carpet/test/good/015.png,
2a4cf7d22cd294628447c109,tile,selection,0,good,tile/test/good/019.png,
2a57af31e665604949a97d9b,wood,calibration_normal,0,good,wood/train/good/053.png,
2a6c5347726b1950b6bf9b4c,pill,fit,0,good,pill/train/good/069.png,
2a87fda34736ee283593bd78,leather,selection,1,fold,leather/test/fold/011.png,leather/ground_truth/fold/011_mask.png
2aa3221fbe6496306954744d,wood,fit,0,good,wood/train/good/198.png,
2acaf8f0860445057e07c626,screw,fit,0,good,screw/train/good/047.png,
2adf4c3eb75951fc7af79c3f,capsule,validation_normal,0,good,capsule/train/good/208.png,
2adfbbbf98a4a3ae0de0117a,leather,validation_normal,0,good,leather/train/good/034.png,
2af1adda29992f578bdc7d21,zipper,fit,0,good,zipper/train/good/172.png,
2af6a0e9aceb067c1933a6bf,pill,fit,0,good,pill/train/good/129.png,
2aff3e960e7eb5136dca0010,zipper,final_test,1,combined,zipper/test/combined/006.png,zipper/ground_truth/combined/006_mask.png
2b05dc78a5dc07cf9118ab2f,carpet,validation_normal,0,good,carpet/train/good/028.png,
2b17c0c7e3cf23eae511b7c1,screw,fit,0,good,screw/train/good/134.png,
2b18f3dede38e540174babbf,pill,fit,0,good,pill/train/good/233.png,
2b2ccb1796245af215d9f0cc,capsule,fit,0,good,capsule/train/good/036.png,
2b2d1413583588a6a2fbe0ac,cable,selection,1,bent_wire,cable/test/bent_wire/010.png,cable/ground_truth/bent_wire/010_mask.png
2b6f93d41a940b0611663324,carpet,final_test,1,hole,carpet/test/hole/003.png,carpet/ground_truth/hole/003_mask.png
2b8a61cead01362025352d33,capsule,validation_normal,0,good,capsule/train/good/089.png,
2b95e4a293b75290b6071e4a,grid,selection,1,broken,grid/test/broken/009.png,grid/ground_truth/broken/009_mask.png
2ba1e1caf4c345459381b720,leather,calibration_normal,0,good,leather/train/good/081.png,
2ba5568323cc11d910fc089f,cable,calibration_normal,0,good,cable/train/good/128.png,
2ba95355177c898cd6fa63d1,toothbrush,fit,0,good,toothbrush/train/good/007.png,
2bb01a0f5fcc304b273ce663,pill,fit,0,good,pill/train/good/265.png,
2bb53a4de87720738b508956,screw,validation_normal,0,good,screw/train/good/011.png,
2bbfecb76e32f6ee548e231f,metal_nut,selection,1,color,metal_nut/test/color/021.png,metal_nut/ground_truth/color/021_mask.png
2bc31f3826c212cdfabe8baa,carpet,selection,1,metal_contamination,carpet/test/metal_contamination/000.png,carpet/ground_truth/metal_contamination/000_mask.png
2bc4159ccad7009faa53c885,grid,validation_normal,0,good,grid/train/good/135.png,
2bc9dd64533a76b4bda069d6,bottle,final_test,1,broken_large,bottle/test/broken_large/004.png,bottle/ground_truth/broken_large/004_mask.png
2bdcde1497bb652a0c0e2970,cable,selection,0,good,cable/test/good/023.png,
2be1390946c57344bbccce1e,bottle,fit,0,good,bottle/train/good/112.png,
2bef6fcc713de5bd0e686dec,zipper,selection,1,broken_teeth,zipper/test/broken_teeth/004.png,zipper/ground_truth/broken_teeth/004_mask.png
2bf904a50e02db62e9ee045e,transistor,fit,0,good,transistor/train/good/174.png,
